Key,ptBR
Message_TutorialPopup_02_Hint,Dica: Arraste Dwellers para dentro e fora das Salas afetadas por um Desastre para mantê-los vivos.
Message_TutorialPopup_02_Hint_Xbox,Dica: Designe Dwellers para dentro e fora das Salas afetadas por um Desastre para mantê-los vivos.
Message_TutorialPopup_02_Title,Desastres ocorrem quando um Acelerar falha ou aleatoriamente em qualquer Sala.
Message_TutorialPopup_03_Body,"Quanto mais Salas você constrói, mais Energia você precisa.
Se o medidor de Energia ficar vermelho, as Salas começam a desligar.
Uma Sala desligada fica escura e não produz recursos."
Message_TutorialPopup_03_Hint,Dica: Reequilibre sua Energia designando Dwellers melhores ou acelerando as Salas de Energia.
Message_TutorialPopup_03_Title,Seu recurso mais importante é a Energia.
Message_TutorialPopup_04_Body,Complete Objetivos para ganhar CAPS. Os Objetivos podem ser encontrados tocando no ícone de fita no menu do Pip-Boy.
Message_TutorialPopup_04_Body_PC,Complete Objetivos para ganhar CAPS. Os Objetivos podem ser encontrados clicando no ícone de fita no menu do Pip-Boy.
Message_TutorialPopup_04_Body_Xbox,Complete Objetivos para ganhar CAPS. Os Objetivos podem ser encontrados selecionando o ícone de fita no menu do Pip-Boy.
Message_TutorialPopup_04_Hint,Dica: Alguns Objetivos vão recompensá-lo com Lunchboxes!
Message_TutorialPopup_04_Title,Objetivos
Message_TutorialPopup_05_Body,Você pode enviar Dwellers para explorar o Wasteland. Arraste um Dweller para fora do Vault e dê a ele suprimentos para começar sua aventura.
Message_TutorialPopup_05_Body_Xbox,Você pode enviar Dwellers para explorar o Wasteland. Designe um Dweller para fora do Vault e dê a ele suprimentos para começar sua aventura.
Message_TutorialPopup_05_Hint,Dica: Um Dweller morrerá se deixado no Wasteland por muito tempo
Message_TutorialPopup_05_Title,Wasteland
Message_TutorialPopup_06_Body,Precisa de mais Dwellers para seu Vault? Tente designar Dwellers para os Alojamentos e veja se a magia acontece.
Message_TutorialPopup_06_Hint,Dica: Certifique-se de ter espaço habitacional suficiente no seu Vault ou as mulheres não poderão dar à luz ao bebê
Message_TutorialPopup_06_Title,Bebês
Message_TutorialPopup_07_Body,Construir 2 ou 3 Salas do mesmo tipo uma ao lado da outra as fundirá em uma versão maior da Sala.
Message_TutorialPopup_07_Hint,Dica: Uma fusão de Sala só acontece se todas as Salas forem do mesmo Nível
Message_TutorialPopup_07_Title,Fusão de Sala - Melhoria
Message_TutorialPopup_08_Body,"O Depósito do seu Vault guarda todos os itens que seus Dwellers obtêm do Wasteland ou de Lunchboxes.
Toque no ícone de caixas no Pip-Boy para ver seus itens armazenados."
Message_TutorialPopup_08_Body_PC,"O Depósito do seu Vault guarda todos os itens que seus Dwellers obtêm do Wasteland ou de Lunchboxes.
Clique no ícone de caixas no Pip-Boy para ver seus itens armazenados."
Message_TutorialPopup_08_Body_Xbox,"O Depósito do seu Vault guarda todos os itens que seus Dwellers obtêm do Wasteland ou de Lunchboxes.
Selecione o ícone de caixas no Pip-Boy para ver seus itens armazenados."
Message_TutorialPopup_08_Hint,Dica: Salas de Depósito são um excelente espaço para Dwellers caso todas as outras Salas estejam cheias
Message_TutorialPopup_08_Title,Depósito
Message_TutorialPopup_09_Body,Construir uma Enfermaria permite que seu Vault produza Stimpaks e cure Dwellers feridos.
Message_TutorialPopup_09_Hint,Dica: Equipar um Dweller com RadAway e Stimpak antes de enviá-lo para o Wasteland aumentará suas chances de sobrevivência
Message_TutorialPopup_09_Title,RadAway - Stimpaks
Message_TutorialPopup_10_Body,Você acabou de ganhar uma Lunchbox. Toque no ícone da Lunchbox no menu do Pip-Boy para abrir sua Lunchbox ou comprar Lunchboxes adicionais.
Message_TutorialPopup_10_Body_PC,Você acabou de ganhar uma Lunchbox. Selecione o ícone da Lunchbox no menu do Pip-Boy para abrir sua Lunchbox ou comprar Lunchboxes adicionais.
Message_TutorialPopup_10_Body_Xbox,Você acabou de ganhar uma Lunchbox. Selecione o ícone da Lunchbox no menu do Pip-Boy para abrir sua Lunchbox ou comprar Lunchboxes adicionais.
Message_TutorialPopup_11_Body,Construir um Laboratório Científico permite que seu Vault produza RadAway e reduza a radiação dos Dwellers.
Message_TutorialPopup_12_Body,Melhore suas Salas de produção para produzir mais recursos. Toque no ícone de seta no canto superior direito para melhorar uma Sala.
Message_TutorialPopup_12_Body_PC,Melhore suas Salas de produção para produzir mais recursos. Selecione o ícone de seta no canto inferior direito para melhorar uma Sala.
Message_TutorialPopup_12_Body_Xbox,Melhore suas Salas de produção para produzir mais recursos. Pressione [DR] enquanto uma Sala estiver selecionada para melhorá-la.
Message_TutorialPopup_13_Body,"Salas fundidas podem acomodar mais Dwellers, então produzem mais recursos."
Message_TutorialPopup_14_Body,Construa Salas de Depósito adicionais ou melhore as existentes para obter mais espaço.
Message_TutorialPopup_15_Body,Você pode equipar itens e Armas e usar RadAway e Stimpaks no painel de informações do Dweller tocando em um Dweller.
Message_TutorialPopup_15_Body_PC,Você pode equipar itens e Armas e usar RadAway e Stimpaks no painel de informações do Dweller clicando em um Dweller.
Message_TutorialPopup_15_Body_Xbox,Você pode equipar itens e Armas e usar RadAway e Stimpaks no painel de informações do Dweller selecionando um Dweller.
Message_TutorialPopup_16_Body,Dwellers com alto S.P.E.C.I.A.L. de Sorte têm mais sucesso ao acelerar Salas e obter bônus de CAPS quando a produção termina.
Message_TutorialPopup_17_Body,"Pets podem dar um impulso aos seus Dwellers. 
Pets mais raros oferecem efeitos de bônus melhores. 
Designe Pets da mesma forma que equipa Armas e Trajes."
Message_TutorialPopup_17_Hint,Dica: Certos Pets são ótimos companheiros para Dwellers que exploram o Wasteland.
Message_TutorialPopup_17_Title,Pets
Message_TutorialPopup_18_Hint,Dica: Diz a lenda que Sucata Lendária pode ser encontrada no fundo do Wasteland.
Message_TutorialPopup_18_Title,Fabricação
Message_TutorialPopup_20_Body_Part1,A Vault-Tec detectou sua tecnologia avançada e ativou recursos para ela:
Message_TutorialPopup_20_Body_Part2,"- Pressione primeiro em um Dweller e depois em uma Sala ou no Wasteland para enviar o Dweller lá.

- Pressione em uma Sala de Depósito para abrir seu Inventário.

- Na tela inicial do seu dispositivo, pressione no ícone do Fallout Shelter para entrar diretamente em um Vault."
Message_TutorialPopup_20_Title,3D Touch
Message_TutorialPopup_21_Body_Part1,"Explore arrastando Dwellers para novas Salas, ou tocando no local para o qual deseja que viajem."
Message_TutorialPopup_21_Body_Part1_PC,"Explore arrastando Dwellers para novas Salas, ou clicando no local para o qual deseja que viajem."
Message_TutorialPopup_21_Body_Part1_Xbox,Explore selecionando a Sala para a qual deseja que os Dwellers viajem.
Message_TutorialPopup_21_Body_Part2,Ataque inimigos tocando em um Dweller e depois em um inimigo. Você também pode atacar segurando o dedo em um Dweller e arrastando o alvo para um inimigo.
Message_TutorialPopup_21_Body_Part2_PC,Ataque inimigos clicando em um Dweller e depois em um inimigo. Você também pode atacar clicando e segurando um Dweller e arrastando o alvo para um inimigo.
Message_TutorialPopup_21_Body_Part2_Xbox,"Para atacar um inimigo específico, segure [A] enquanto um Dweller estiver selecionado para fazer um alvo aparecer, e depois selecione um inimigo."
Message_TutorialPopup_21_Title,Navegação e Combate
Message_TutorialPopup_22_Body,Dwellers no Wasteland podem se deparar com um local especial! Você pode escolher entrar neste local ou ignorá-lo e continuar explorando o Wasteland.
Message_TutorialPopup_23_Body,Vamos usar um pouco de Nuka-Cola Quantum para retornar instantaneamente ao Vault.
Message_TutorialPopup_24_Body_Part1,"Quando ele aparecer, toque no ícone de marca de verificação para realizar um Acerto Crítico."
Message_TutorialPopup_24_Body_Part1_PC,"Quando ele aparecer, clique no ícone de marca de verificação para realizar um Acerto Crítico."
Message_TutorialPopup_24_Body_Part1_Xbox,"Quando um ícone de marca de verificação aparecer, selecione-o como faria com um Dweller, depois segure [A] para realizar um Acerto Crítico."
Message_TutorialPopup_24_Body_Part2,"Depois toque novamente para parar as setas. Quanto mais próximas elas estiverem, maior o multiplicador de Dano."
Message_TutorialPopup_24_Body_Part2_PC,"Depois clique novamente para parar as setas. Quanto mais próximas elas estiverem, maior o multiplicador de Dano."
Message_TutorialPopup_24_Body_Part2_Xbox,"Depois pressione [A] para parar as setas. Quanto mais próximas elas estiverem, maior o multiplicador de Dano."
Message_TutorialPopup_24_Title,Acertos Críticos
Message_TutorialPopup_25_Body,"

- Acelerar o tempo de viagem no Wasteland 

- Fabricar itens instantaneamente

- Pular mais de um Objetivo por dia

- Pular certas Missões

- Completar personalizações da Barbearia instantaneamente


"
Message_TutorialPopup_25_Hint,"Se ficar sem, você sempre pode comprar mais Nuka-Cola Quantum na loja."
Message_TutorialPopup_25_Title,Nuka-Cola Quantum pode ser usada para:
Message_TutorialPopup_26_Body,"Apresentando os Temas!

- Encontre Fragmentos de Receita de Tema em Missões.

- Construa a nova Oficina de Temas para Fabricar Temas.

- Aplique Temas a Diners e Alojamentos completamente fundidos e melhorados."
Message_TutorialPopup_26_Hint,Dica: Você pode usar Nuka-Cola Quantum para obter Fragmentos de Receita de Tema faltantes.
Message_TutorialPopup_26_Title,Temas
Message_TutorialPopup_27_Body_PS4,"Use o Analógico Esquerdo para selecionar uma Sala.

Após selecionar uma Sala, pressione [A] ou use o Analógico Esquerdo para alternar entre os Dwellers naquela Sala.

Use o Analógico Direito para mover a câmera, e [LT] e [RT] para aproximar e afastar."
Message_TutorialPopup_27_Body_Switch,"Use o Analógico Esquerdo para selecionar uma Sala.

Após selecionar uma Sala, pressione [A] ou use o Analógico Esquerdo para alternar entre os Dwellers naquela Sala.

Use o Analógico Direito para mover a câmera, e [LT] e [RT] para aproximar e afastar."
Message_TutorialPopup_27_Body_Xbox,"Use o Analógico Esquerdo para selecionar uma Sala.

Após selecionar uma Sala, pressione [A] ou use o Analógico Esquerdo para alternar entre os Dwellers naquela Sala.

Use o Analógico Direito para mover a câmera e [LT] e [RT] para aproximar e afastar."
Message_TutorialPopup_27_Title_Xbox,Controles
Message_Vault_Full,"Você tem 200 Dwellers, o número máximo de Dwellers permitido pela Vault-Tec."
Message_VaultCapacity_Full_BuildMenu,Limite Atingido.
Message_VaultMaxPets,"Você já deu Pets a {0} Dwellers, o número máximo de Pets permitido pela Vault-Tec."
Message_Wasteland_Full,Os slots do Wasteland estão cheios
Message_Wasteland_Waiting_Dwellers,Esse Dweller não está no Vault
Message_WastelandSkipNukaQuantum,Retornar instantaneamente ao Vault por {0} Nuka-Cola Quantum?
Message_XBoxAccountMismatchError,Faça login na Windows Store com a conta Xbox LIVE {0}.
Message_XboxPleaseConnect,Você precisa estar online para jogar. Conecte-se ao Xbox LIVE.
Message_XboxSomethingWrong,Algo deu errado. Tente novamente ou reinicie o jogo.
Message_XBoxUpdateAvailable_NoVersion,Uma nova versão está disponível. O jogo será fechado para baixar e aplicar a atualização.
Message_XBoxUpdateAvailable_Version,A versão {0} agora está disponível. O jogo será fechado para baixar e aplicar a atualização.
MissingInternetConnection,"Esta ação requer uma conexão à internet. Por favor, conecte-se à internet e tente novamente"
Molerat_Name,Mole Rat
Molerat_Name_Plural,Mole Rats
MoveInsteadOfOverrideText,Backup em slot livre
Mr_Handy_Name,Mr. Handy
SnipSnip_Name,Snip Snip
MrHandy_Card_TagLine,Sempre um Prazer Servi-lo!
MrHandy_Category_Name,Vault-Tec
MrHandy_Collect,COLETAR
MrHandy_ContentLine1,Recoleta recursos do Vault e CAPS do Wasteland automaticamente.
MrHandy_ContentLine2,[Content line 2]
MrHandy_ContentOdds,"Mr. Handy (92%)
Snip Snip (8%)"
MrHandy_ContentRedeemTitle1,Mr. Handy
MrHandy_ContentRedeemTitle2,Pacote com 5 Mr. Handys
MrHandy_ContentTitle1,Mr. Handy
MrHandy_ContentTitle2,5 Mr. Handys
MrHandy_DiedInVault,foi destruído
MrHandy_Floor_Format,Andar {0}
MrHandy_Max_Warning,Apenas 1 robô por andar
MrHandyDialog_Armory_01,Minha nossa. Espero sinceramente que todo esse poder de fogo seja só para exibição.
MrHandyDialog_Armory_02,Minha nossa. Espero sinceramente que todo esse poder de fogo seja só para exibição.
MrHandyDialog_Athletics_01,"Nunca entendi o conceito de pernas, nem de movê-las. Por todos os santos, humanos... FLUTUEM."
MrHandyDialog_Athletics_02,"Nunca entendi o conceito de pernas, nem de movê-las. Por todos os santos, humanos... FLUTUEM."
MrHandyDialog_Bar_01,Alguém quer uma dose?
MrHandyDialog_Bar_02,"Relaxem, humanos. Não, não. Pode deixar. Eu atenderei abnegadamente cada uma das suas necessidades..."
MrHandyDialog_Cafeteria_01,BlamCo? Cram? InstaMash? E os humanos realmente gostam dessas porcarias?
MrHandyDialog_Cafeteria_02,"Graças aos céus, a General Atomics International me poupou da ameaça da náusea. E da obesidade."
MrHandyDialog_Classroom_01,"Ahhh, a educação. A única coisa que jamais poderão tirar de você de verdade."
MrHandyDialog_Classroom_02,"Ahhh, a educação. A única coisa que jamais poderão tirar de você de verdade."
MrHandyDialog_Fitness_01,"Ah, cardio. Conceito fascinante."
MrHandyDialog_Fitness_02,"Ah, cardio. Conceito fascinante."
MrHandyDialog_GameRoom_01,Hmpf. Que esses humanos tentem superar meu recorde em Red Menace...
MrHandyDialog_GameRoom_02,Hmpf. Que esses humanos tentem superar meu recorde em Red Menace...
MrHandyDialog_Generic_01,"Se os humanos estiverem felizes, eu estarei também. Juro."
MrHandyDialog_Generic_02,"Tantos humanos, tão pouco tempo."
MrHandyDialog_Generic_03,Entombado em aço frio e inflexível. É o paraíso dos robôs.
MrHandyDialog_Generic_04,Meu reino por um banho de óleo...
MrHandyDialog_Generic_05,"Se falei uma vez, falei mil vezes. NADA. DE. PEDICURES."
MrHandyDialog_Generic_06,"Faça isso, faça aquilo. Mas recebo algum ""obrigado""? Nãooooo..."
MrHandyDialog_Generic_07,"Sim, Overseer, eu sei que está me observando. Estou trabalhando o mais rápido que consigo, pelo amor de Deus..."
MrHandyDialog_Generic_08,Sou um robô modelo Mr. Handy. O orgulho da General Atomics International!
MrHandyDialog_Generic_09,Não passa um único dia em que eu não me deleite na servidão à humanidade.
MrHandyDialog_Generic_10,"Viver para servir, servir para viver..."
MrHandyDialog_Generic_11,"Já vou, já vou! Estarei aí num instante!"
MrHandyDialog_Generic_12,Não me chamam de Mr. Handy por nada.
MrHandyDialog_Generic_13,"Olá, humanos. Mr. Handy à postos, pronto para atender a cada um dos seus caprichos!"
MrHandyDialog_Generic_14,O que precisam? Tirar o pó? Esfregar? Uma faxina geral?
MrHandyDialog_Generic_15,"Ah, não limpo janelas. Espera! Vocês não têm nenhuma! Ha ha ha. Desculpem, humor de robô..."
MrHandyDialog_Generic_16,"Com preguiça? Chamou o robô certo! O que quiser, eu busco."
MrHandyDialog_Generic_17,Farei tudo que puder para sustentar o estilo de vida gordo e preguiçoso dos humanos.
MrHandyDialog_Generic_18,Às vezes esses humanos parecem personagens de um videogame. Incapazes de fazer qualquer coisa por conta própria...
MrHandyDialog_Generic_19,"Tenho que admitir. Para ser um buraco gigante de metal no chão, este Vault é incrivelmente aconchegante."
MrHandyDialog_Generic_20,"Olha, uma camada de poeira. Porque quem não adora limpar pelos e pele humana descartados."
MrHandyDialog_Generic_21,"Hora da piada! O que você chama de cerveja de raiz num copo quadrado? Desistiu? Cerveja! Ah, eu me mato de rir..."
MrHandyDialog_Generic_22,Você ouviu falar da luz que estragou? Colocaram num prisma. Entendeu? Prisma?
MrHandyDialog_Generic_23,Dizem que há 10 tipos diferentes de pessoas no mundo. As que entendem binário... e as que não entendem.
MrHandyDialog_Generic_24,"Antes dessa maldita guerra, eu provavelmente teria uma linda família suburbana para cuidar..."
MrHandyDialog_Generic_25,"O que está na agenda para hoje? Esfregar, cozinhar, tirar o pó, tomar conta de crianças? Pode mandar, humanos!"
MrHandyDialog_Generic_26,"Tenho unidade de flutuação, vou aonde precisar. É só me dizer o que vocês precisam."
MrHandyDialog_Generic_27,"Pessoalmente, acho que toda essa conversa sobre um ""Overseer"" é pura bobagem. Certamente nunca o vi."
MrHandyDialog_Generic_28,Espero que não haja troca de fraldas hoje. Os humanos pequenos são sempre tão... agitados.
MrHandyDialog_Generic_29,"Cheerio, Vault Dwellers!"
MrHandyDialog_Generic_30,"Isso é... oh, é sim. Sangue no chão. Maravilhoso."
MrHandyDialog_Generic_31,Não há Abraxo no planeta suficiente para limpar este lugar.
MrHandyDialog_Generic_32,Ugh. Este lugar vaza como uma peneira. E eu sem meu guarda-chuva.
MrHandyDialog_Generic_33,"Será que poderíamos converter uma dessas Salas num escritório de verdade. Lareira, estantes... gim."
MrHandyDialog_Generic_34,Esses humanos podem ser tão difíceis de entender. Todo mundo tem UM sotaque.
